gene	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24
ENSRNOG00000019009	155	105	113	155	111	112	123
ENSRNOG00000019012	701	804	705	724	590	680	652
ENSRNOG00000019014	764	755	806	876	606	755	753
ENSRNOG00000019017	11	5	14	17	5	12	10
ENSRNOG00000019018	1716.93	1527.89	1701.61	1831.85	1390.45	1529.78	1818.42
ENSRNOG00000019019	686	637	673	698	513	548	795
ENSRNOG00000019020	617	555	579	659	482	639	624
ENSRNOG00000019022	41	33	28	40	38	29	47
ENSRNOG00000019023	1471.005	1409.997	1522.997	1529.002	1275	1412	1368
ENSRNOG00000019024	0	3	3	6	0	2	5
ENSRNOG00000019027	1710	1469	1765	1621	1231	1629	1490
ENSRNOG00000019028	850	744	863	920	676	779	740
ENSRNOG00000019031	14.6857	20.0777	20.5895	20.1199	18.7809	26.9034	20.8659
ENSRNOG00000019035	24	14	23	18	14	25	23
ENSRNOG00000019036	492.877	619.152	523.993	518.172	435.64	492.462	513.752
ENSRNOG00000019037	0	0	0	0	0	0	0
ENSRNOG00000019039	598	483	546	574	474	580	517
ENSRNOG00000019041	6302.04	5996.21	6411	6862.96	5618.24	5949.77	7546.09
ENSRNOG00000019043	0	0	0	0	0	0	0
ENSRNOG00000019044	15.2122	4.35367	23.6041	2.14262	5.2078	12.2198	24.2998
ENSRNOG00000019046	2	0	1	0	0	0	0
ENSRNOG00000019047	1373	1209	1362	1239	1149	1312	1269
ENSRNOG00000019048	6371	6415	6491	6532	5533	6065	6526
ENSRNOG00000019050	1	3	0	4.15861	4.14787	3.13647	1
ENSRNOG00000019052	1011	813	913	896	795	951	829
ENSRNOG00000019057	1	3	4	2	0	4	2
ENSRNOG00000019058	5	1	2	10.1181	1	1	2
ENSRNOG00000019059	149	127	133	129	109	141	126
ENSRNOG00000019062	511	404	439	493	378	470	437
ENSRNOG00000019063	1522	1433	1493	1497	1202	1387	1420
ENSRNOG00000019065	39.2416	21.1515	31.326	21.09001	19.1229	35.2471	29.2752
ENSRNOG00000019068	8	19	20	15	12	10	4
ENSRNOG00000019069	2690	2429	2687	2781	2396	2791	3094
ENSRNOG00000019070	3308.07	2837.85	3281.62	3242.23	2708.02	2998.4	2978.93
ENSRNOG00000019073	916	750	873	884	730	852	812
ENSRNOG00000019074	0	0	0	2	0	1	0
ENSRNOG00000019075	1000.77	923.322	1006.69	1049.0881	811.8938	898.9748	1011.93985
ENSRNOG00000019077	2567.003	2453	2668.998	2690.005	2350.997	2629	2637.997
ENSRNOG00000019079	844	731	810.0005	838	706.00001	794.00007	813.9996
ENSRNOG00000019080	481.389	478.785	515.015	416.123	394.579	488.136	452.886
ENSRNOG00000019082	201.101	645.082	491.627	697.932	699	569.281	560.923
ENSRNOG00000019085	1242	1005	1116	1154	985	1194	1111
ENSRNOG00000019086	0	0	2	0	0	0	0
ENSRNOG00000019087	732.0005	656	748.99974	753	618	737.99981	706.9999
ENSRNOG00000019090	4459.00049	3910.00404	4347.99763	4103.99753	3679.00443	4202.00035	4210.99608
ENSRNOG00000019091	1176	1055	1161	1107	999	1279	1191
ENSRNOG00000019093	6.02347	5	3	1.00803	2	3.03489	2
ENSRNOG00000019096	4	5	2	3	2	1	1
ENSRNOG00000019097	3913	3467	4186	3933	3195	3704	3501
ENSRNOG00000019098	12.3978	4.58742	12.923	4.03283	0	3.27091	6.41712
ENSRNOG00000019099	123	120	124	125	111	130	130
ENSRNOG00000019100	613	457.0003	612.00025	494.0001	442.9995	576.0004	305.0002
ENSRNOG00000019103	174	189	192	180	170	157	159
ENSRNOG00000019105	2654	2259	2680	2679	2110	2668	2541
ENSRNOG00000019106	6026.61	5608.07	6173.09	5443.48	4946.11	5178.3	5609.84
ENSRNOG00000019107	0	0	0	0	0	0	0
ENSRNOG00000019108	762	708	791	705	631	804	759
ENSRNOG00000019109	767	662	822	724	642.6	680	703
ENSRNOG00000019110	0	0	2	0	2	4	0
ENSRNOG00000019112	4	1	2	0	1	0	5
ENSRNOG00000019113	8467.16	7566.02	8437.31	8673.84	7281.91	8181.2	8287.35
ENSRNOG00000019118	4	6	6	3	4	3	12
ENSRNOG00000019120	115	142	153	162	128	122	146
ENSRNOG00000019122	2908	2667	2753	3296	2432	2964	2928
ENSRNOG00000019124	0	0	3	0	0	2	0
ENSRNOG00000019127	179.9996	185.00038	213.9995	197.9996	168.0003	179.99998	200.0003
ENSRNOG00000019128	118	98	102	136	109	117	162
ENSRNOG00000019129	56.9626	57	58.9638	66	72	66.9076	47
ENSRNOG00000019132	589	504	606	574	488	548	478
ENSRNOG00000019134	4	3	3	2	1	2	0
ENSRNOG00000019136	1368	1283	1406	1561	1198	1397	1353
ENSRNOG00000019138	37	22	30	29	19	23	26
ENSRNOG00000019140	358	403	341	377	302	337	318
ENSRNOG00000019141	14	9	19	10	8	10	14
ENSRNOG00000019142	273	230	267	239	185	230	196
ENSRNOG00000019143	3201.9961	3261.004	3240.004	3274.001	2697.001	3044.996	3213.9971
ENSRNOG00000019145	2179	2039	2167	2272	1864	2183	2201
ENSRNOG00000019147	828	722	770	731	625	723	544
ENSRNOG00000019150	572	543	624	526	476	589	532
ENSRNOG00000019152	4096	3849	4039	4339	3467	3715	4129
ENSRNOG00000019154	1488.516	1385.228	1462.335	1569.104	1182.377	1463.121	1482.637
ENSRNOG00000019158	0	0	0	0	0	0	0
ENSRNOG00000019159	1.00000025093	0	0.999999810297	1	2	0	1
ENSRNOG00000019161	13	7	10	7.000004	9.99999647057	6	5
ENSRNOG00000019162	380.956	430.795	411	450.04	358.756	396.231	472.906
ENSRNOG00000019163	36.99995	30.00001	44	50	25.00001	52	35
ENSRNOG00000019164	7756	6622	7330	7367	6219	6887	7207
ENSRNOG00000019165	1148.26	1049.84	1102.44	1200.71	1040.76	1161.66	1017.14
ENSRNOG00000019168	82	82	78	83	65	70	80
ENSRNOG00000019169	1592	1434	1639	1692	1381	1732	1439
ENSRNOG00000019170	0	0	1	0	0	0	0
ENSRNOG00000019174	437	362.313	374	365	331	306.044	272
ENSRNOG00000019175	919	914	993	915	842	1039	1040
ENSRNOG00000019176	7	7	8	8	10	12	8
ENSRNOG00000019177	7.03892	1.33894	4.02425	0	2.00172	3.88521	1.89292
ENSRNOG00000019178	1452	1362	1385	1298	952	1194	1329
ENSRNOG00000019179	222.9999	199	280.9996	262.0001	222.0002	225.0003	256
ENSRNOG00000019180	1104	998	1140	873	796	999	853
ENSRNOG00000019181	1976.996	1667.003	2029.996	2187.998	1558.001	1812.001	1876.002
ENSRNOG00000019183	45	37	37	37	24	35	16
ENSRNOG00000019184	76	35	63	90	54	72	70
ENSRNOG00000019186	363.107	316.5557	354.237	322.8977	262.9942	309.934	330.6484
ENSRNOG00000019187	3	0	2	3	3	1	1
ENSRNOG00000019189	1473.15	1352.84	1457.13	1162.24	1017.6	1270.61	860.791
ENSRNOG00000019190	0	0	0	0	0	0	0
ENSRNOG00000019193	64.7815	51.9467	70.0302	50.7666	56.97	58.9588	71.7012
ENSRNOG00000019194	3	3	1	1	1	1	1
ENSRNOG00000019195	305	275	311	300	257	306	216
ENSRNOG00000019196	881.815	776.489	923.366	926.958	728.653	855.538	802.027
ENSRNOG00000019199	0	0	12.974	10.0646	8.23674	0	0.0108817
ENSRNOG00000019201	883	787	941	895	773	790	821
ENSRNOG00000019202	371	385	363	340	314	354	309
ENSRNOG00000019203	1	2	2	0	1	1	3
ENSRNOG00000019205	1375	1166	1385	1302	1144	1260	1402
ENSRNOG00000019206	278	218	333	326	255	250	217
ENSRNOG00000019207	28.00004	24.99999	29.00002	26.99996	33.999972	25.99998	19
ENSRNOG00000019208	181	171	190	157	134	157	152
ENSRNOG00000019211	2015	1398	1931	1937	1514	1804	1723
ENSRNOG00000019212	1998.43	1635.94	1957.54	2053	1590.49	1877.43	1913.5
ENSRNOG00000019215	658.65000707154	445.261612	497.05900114951	474.8755478	439.26379	395.36443	440.872516
ENSRNOG00000019216	0	0	3	1	1	0	0
ENSRNOG00000019217	74.7379	55.9743	58.6274	53.8845	49.3818	55.8031	70.1127
ENSRNOG00000019219	994	881	1183	1245	897	1080	1150
ENSRNOG00000019220	402.726	307.162	395.48	365.823	310.743	363.35	312.163
ENSRNOG00000019221	522.406	509	546.15	553.14	450.131	497	568
ENSRNOG00000019222	1538.996	1202	1531.996	1555.996	1214.002	1473.004	1368.004
ENSRNOG00000019223	10153.99963	9762	10370.99588	9948.99812	8460.00518	9654.00421	11234.96389
ENSRNOG00000019228	3010	2403	2853	3093	2325	2656	2818
ENSRNOG00000019229	860.432	677.778	834.976	718.392	642.912	680.723	713.642
ENSRNOG00000019232	617.813	507.21356	678.54	592.42131	530.103	564.706	611.08
ENSRNOG00000019235	815	761	786	854	629	807	777
ENSRNOG00000019236	980	830	942	1011	785	914	910
ENSRNOG00000019240	868	816	846	938	733	858	869
ENSRNOG00000019243	478	321	432	399	375	471	366
ENSRNOG00000019244	1472.9986	1038	1332.0002	1535.9981	1227.9964	1322.996	1190.9954
ENSRNOG00000019245	324	299	268	303	274	293	269
ENSRNOG00000019246	1928.31	1902.55	1981.58	1886.32	1688.94	1854.03	1929.87
ENSRNOG00000019247	679	646	657	708	596	682	609
ENSRNOG00000019249	12	7	9	11	9	8	3
ENSRNOG00000019252	0	0	0	0	0	0	0
ENSRNOG00000019253	2687.002	2431.004	2602.003	2878.003	2202.002	2473.004	2540.9959
ENSRNOG00000019254	1028.567	903.222	971.024	1068.608	848.088	933.277	957.358
ENSRNOG00000019257	47	35	48	40	42	38	24.0000059647
ENSRNOG00000019260	0	0	0	0	0	0	0
ENSRNOG00000019262	5190.92	5136.7	5109.1	5609.72	4466.65	5480.84	4856.67
ENSRNOG00000019264	2062	1800	1918	2118	1702	1867	1870
ENSRNOG00000019265	273	309	319	353	321	318	496
ENSRNOG00000019266	1034	952	1026	964	897	881	995
ENSRNOG00000019267	280	230	251	274	268	252	257
ENSRNOG00000019268	1052.68	878	923.563	1050.7	793	892.674	865
ENSRNOG00000019270	46.3159	51.3191	36.3852	44.1794	32.0921	49.4833	21.3357
ENSRNOG00000019271	35	16	26	23	8	22	24
ENSRNOG00000019272	657	557	681	669	604	678	574
ENSRNOG00000019273	978	914	1012	1061	907	1009	983
ENSRNOG00000019276	2000.63	1882.87	2063.79	1968.8	1719.87	1841.87	1802
ENSRNOG00000019277	9072	8664	9307	8947	7998	8968	9721
ENSRNOG00000019278	1098	794	1116	1155	868	1113	1015
ENSRNOG00000019280	3	2	4	6	5	7	9
ENSRNOG00000019281	1177.41228	1075.45516	1117.48185	1221.22647	1026.38341	1082.0473	1097.4319
ENSRNOG00000019282	2788	2467	2732	2726	2155	2527	2518
ENSRNOG00000019283	121.039	103.313	144	92	69	99.8882	94.6296
ENSRNOG00000019288	175.748	179.754	182.715	168.012	158.717	178.308	142.38
ENSRNOG00000019290	1083	961	971	1102	901	972	950
ENSRNOG00000019293	1712.41	1536.21	1803.19	1606.62	1453.7	1571.78	1507.58
ENSRNOG00000019294	734	587	722	696	555	577	661
ENSRNOG00000019295	937.721	834.141	840.397	744.313	532.072	680.188	827.417
ENSRNOG00000019296	2	5	5	0	1	4	3
ENSRNOG00000019298	1141.99843	1020.00459	1106	1145	872	1070	977
ENSRNOG00000019299	461	429	415	462	362	411	368
ENSRNOG00000019301	0	0	0	0	0	0	0
ENSRNOG00000019302	1635	1396	1722.003	1701.001	1343	1577.995	1560
ENSRNOG00000019305	191	133	181	134	148	181	122
ENSRNOG00000019306	18	19	17	10	19	28	13
ENSRNOG00000019308	340	296	294	288	242	245	256
ENSRNOG00000019310	349	262	303	314	217	299	282
ENSRNOG00000019311	896	849	942	909	728	839	890
ENSRNOG00000019316	1432	1266	1333	1493	1175	1290	1301
ENSRNOG00000019317	23.6067	26.7706	55.7499	25.8727	11.3655	23.0325	23.9123
ENSRNOG00000019318	244.5932	223.1458	262.3525	218.1993	199.0927	203.166	222.1257
ENSRNOG00000019319	379	355.9995	366.9998	403	311.9997	360.0001	364
ENSRNOG00000019321	1	4	0	0	1	0	1
ENSRNOG00000019322	1032	943	955.224	1195	918	1066.66	1100
ENSRNOG00000019325	1023	887	1039	1031	866	977	891
ENSRNOG00000019326	1116.001	995.0004	1214.9963	1097	1007.0001	1025.0003	1116.002
ENSRNOG00000019328	1510	1326	1468	1543	1368	1310	1333
ENSRNOG00000019330	52	46	54	43	53	37	51
ENSRNOG00000019332	1085.00293	1043.99598	1094.99619	1208	1001	1059	1011.99508
ENSRNOG00000019333	3303	3033	3332	3526	2814	3322	3014
ENSRNOG00000019336	26.0732	26	48.0884	41	28	28.0298	23
ENSRNOG00000019338	17.68322	11.71104	17.35975	9.54619	21.85612	15.05236	21.10963
ENSRNOG00000019339	25	22	17	18	14	20	19
ENSRNOG00000019340	661	536	612	665	506	618	540
ENSRNOG00000019341	388	289	361	374	275	272	329
ENSRNOG00000019342	16	15	13	18	20	20	15
ENSRNOG00000019346	573.3946	677.08689	739.2143	794.43073	619.4041	598.3327	741.56133
ENSRNOG00000019349	1030	905	941	1072	899	1020	928
ENSRNOG00000019350	0	0	0	0	0	0	0
ENSRNOG00000019351	38.4314	109.3333	77.5854	55.3755	9.52217	72.08261	59.0461
ENSRNOG00000019352	934.07315	876.18381	882.1387	872.5109	803.71422	839.3592	862.26639
ENSRNOG00000019353	12	7	5	1	6	1	7
ENSRNOG00000019354	552.836	470.019	508.829	609.349	469.4652	555.43	592.239
ENSRNOG00000019355	2	0	4	2	1	2	1
ENSRNOG00000019356	767	626	761	782	567	681	714
ENSRNOG00000019357	1882.00296	1604.00039	1850.9968	1891.99661	1610.00287	1733.99778	1839.99628
ENSRNOG00000019358	14	21.999953	16	18.999951	13.99997	24.99999	11.999964
ENSRNOG00000019361	877	771	737	858	660	807	643
ENSRNOG00000019363	64.5699	51.7457	77.7475	67.5619	70.302	52.5795	68.8479
ENSRNOG00000019365	159	132	132	174	166	126	211
ENSRNOG00000019367	464.0001	386.0002	427.0001	467	363.9997	455.0004	390.9999
ENSRNOG00000019368	39	27	32	26	32	18	37
ENSRNOG00000019369	443.9996	412	427.9995	500.9999	398.9997	406.0004	466.0003
ENSRNOG00000019372	836	777	732.9996	674	645	706	500
ENSRNOG00000019374	993	842	923	958	847	939	893
ENSRNOG00000019376	407.308	364.477	462.011	353.694	343.149	414.24	379.52
ENSRNOG00000019377	15	7	8	9	14	6	6
ENSRNOG00000019381	970.9992	934.9998	1007.0004	1024.0001	838.0006	975.9996	926.9995
ENSRNOG00000019382	2252	1851	2149	2098	1657	1848	1888
ENSRNOG00000019383	2970.9955	2694.9984	2925.0027	3011.9989	2433.9979	3096.9976	2378.0018
ENSRNOG00000019384	313	289	297	298	237	268	282
ENSRNOG00000019387	1033	796	912.244	968	825.987	843.118	944
ENSRNOG00000019388	460.174	484.762	440.765	405.591	344	368.153	582.15
ENSRNOG00000019390	382	337	350	373	302	303	364
ENSRNOG00000019394	805.218	628.103	740.934	805.251	613.707	744.482	729.012
ENSRNOG00000019400	11094	9822	10813	12522	9397	10692	10967
ENSRNOG00000019403	1898	1925	1999	2169	1653	1826	2245
ENSRNOG00000019404	3522	3236	3593	4250	3317	3543	4246
ENSRNOG00000019407	611	561	572	561	489	562	495
ENSRNOG00000019409	0	0	1	0	0	0	0
ENSRNOG00000019412	2	5.999998	5.000004	1	6	2	7.99999
ENSRNOG00000019413	235	233	244	269	200	251	266
ENSRNOG00000019414	197.777	137.581	189.913	198.405	161.592	180.738	185.353
ENSRNOG00000019416	239.9995	246	267	263	248	247	256
ENSRNOG00000019417	2.12631	2.03535	3.01052	6.15103	5.19061	2.03753	2.04066
ENSRNOG00000019418	2122	1692	1954	2164	1659	1869	1955
ENSRNOG00000019419	495	422	430	433	372	358	394
ENSRNOG00000019422	2099	1849	2058	2302	1671	2045	2259
ENSRNOG00000019423	1121	889	1153	1117	891	1074	1003
ENSRNOG00000019424	22	18.99996	30	34	15.00002	35	28
ENSRNOG00000019425	2035.57	1867.97	2000.43	1950.89	1816.41	1907.24	1942.86
ENSRNOG00000019426	296	285	296	241	231	279	288
ENSRNOG00000019427	8	2	6	4	5	6	2
ENSRNOG00000019428	851	896	923	906	743	908	911
ENSRNOG00000019430	57	41	72	67	51	63	60
ENSRNOG00000019432	0	0	0	0	0	0	0
ENSRNOG00000019433	555.782	493.897	580.066	612.749	561.293	565.518	546.988
ENSRNOG00000019434	211.436	238.915	262.623	228.409	213.473	226.676	252.469
ENSRNOG00000019435	51	34	48	32	23	28	41
ENSRNOG00000019438	664	644	697	641	543	626	601
ENSRNOG00000019439	848	717	850	734	645	766	689
ENSRNOG00000019440	91	58.99996	73	52	47.99996	85.99995	32.99999
ENSRNOG00000019441	0	0	0	0	0	0	0
ENSRNOG00000019442	803	862	758	855	722	759	724
ENSRNOG00000019445	36	22	28	29	14	26	18
ENSRNOG00000019447	5.04043	4.05428	5.01403	4.04564	13.1166	7.1748	4.02464
ENSRNOG00000019448	0	0	0	0	0	0	0
ENSRNOG00000019450	2388	2298	2441	2294	2051	2293	2263
ENSRNOG00000019451	2230.54	2046	2254	2722.24	2164.24	2288	2793.45
ENSRNOG00000019453	9527.00303	8492.9969	9777.9962	8497.99823	7902.0018	7965	8602.00492
ENSRNOG00000019455	599	548	615	659	555	597	554
ENSRNOG00000019456	4018	3601	3886	3881	3234	3687	3516
ENSRNOG00000019458	53	44	35	53	34	44	45
ENSRNOG00000019459	16938	16807	17080	17252	14933	15924	16789
ENSRNOG00000019461	72	57	66	57	54	73	66
ENSRNOG00000019463	169	139	179	171	155	154	159
ENSRNOG00000019464	884	745	840	847	677	728	764
ENSRNOG00000019465	1859	1645	1900	1805	1562	1763	1920
ENSRNOG00000019466	438	412	418	388	388	403	354
ENSRNOG00000019467	1	0	3	1	1	1	0
ENSRNOG00000019468	311.0001	264.9996	253.0002	294.9997	269.0003	320.9999	263.0003
ENSRNOG00000019470	0	0	0	0	0	0	0
ENSRNOG00000019472	0	0	0	0	0	1	0
ENSRNOG00000019473	554.483	532.4614	621.1299	551.4883	454.4509	519	566.9739
ENSRNOG00000019474	35	20.99998	30	36.00004	22.99997	27.00002	29
ENSRNOG00000019476	1215	1170	1110	1294	1052	1152	1249
ENSRNOG00000019477	24	15	21	7	20	13	16
ENSRNOG00000019478	474	359	375	383	362	360	370
ENSRNOG00000019479	0	0	0	0	0	0	0
ENSRNOG00000019481	0	0	0	0	0	0	0
ENSRNOG00000019482	1762	1583	1553	1636	1327	1611	1363
ENSRNOG00000019484	443	438.000000035656	408.0001	447.0000393418	391.0004	375.00000858563	347
ENSRNOG00000019485	2573.0045	2848.9994	2536.9967	2863.9962	2312.9967	2296.0009	2703.9954
ENSRNOG00000019486	9	12	12	21.00001	5	10	12
ENSRNOG00000019489	619.99981	623.99955	643.9996	569.00032	526.00039	669.00017	545.0005
ENSRNOG00000019490	2330	2234	2376	2545.0014	1938	2417	2468
ENSRNOG00000019491	271.0002	300	279	266	246.0002	225.0005	285.99968
ENSRNOG00000019492	451	411	382	432	356	368	383
ENSRNOG00000019494	384	303	343	276	283	314	255
ENSRNOG00000019495	5	6	1	4	0	0	6
ENSRNOG00000019496	637.231	581.678	684.308	574.915	496.106	637.025	595.056
ENSRNOG00000019497	2245	2425	2212	2222	1925	2195	2062
ENSRNOG00000019500	60	32	27	31	29	21	16
ENSRNOG00000019501	638	521	734	662	521	669	560
ENSRNOG00000019503	12.99999	5	15	5	15	15.999996	13.000016
ENSRNOG00000019504	380.019	394.122	375.7	469.66	324.454	416.287	280.246
ENSRNOG00000019506	1596.004	1318.005	1674.001	1728.996	1301.004	1576.0039	1505.9988
ENSRNOG00000019507	3070	2670	3020	3032	2359	2861	2705
ENSRNOG00000019508	260.109	294.54	313.575	272.126	217.984	272.129	249.054
ENSRNOG00000019509	264	221	265	228	205	205	231
ENSRNOG00000019510	8	10	8	11	11	12	11
ENSRNOG00000019511	1454	1349	1512	1398	1200	1252	1471
ENSRNOG00000019518	14	13	11	11	10	8	7
ENSRNOG00000019519	189.187	188.777	234.623	216.238	195.34	162.756	178.108
ENSRNOG00000019522	791.378	663.649	810.652	827.221	671.608	785.379	804.955
ENSRNOG00000019525	7551	8086	7672	8611	6976	7766	7764
ENSRNOG00000019527	0	1	2	2	0	1	0
ENSRNOG00000019528	58	49	47	63	30	42	56
ENSRNOG00000019529	5350	4788	5551	5650	4397	5313	5771
ENSRNOG00000019532	2816	2418	2738	2741	2288	2314	2514
ENSRNOG00000019533	61	50	42	80	60	63	68
ENSRNOG00000019534	2778.996	2538.999	2838.999	2825.997	2429	2664.003	2728.001
ENSRNOG00000019536	355	328	334	336	282	328	333
ENSRNOG00000019542	99.2818	54.7846	99.0614	70.5202	96.2947	88.0384	88.7869
ENSRNOG00000019544	154	136	146	144	120	135	153
ENSRNOG00000019549	602.0000199388	430	549	612	435	582.000000159668	611.0000367561
ENSRNOG00000019550	1483.9999	1411.0001	1447.9992	1591.9995	1322.0001	1508.9997	1528.91754
ENSRNOG00000019551	2119.17	1948.46	2014.62	1828.99	1496.61	1748.09	1744.27
ENSRNOG00000019552	465	372	474	415	373	406	405
ENSRNOG00000019553	1751	1643	1592	1833	1525	1558	1572
ENSRNOG00000019555	1281	1083	1191	1420	1049	1178	1108
ENSRNOG00000019556	2146	2143	2166	2267	2005	2142	2418
ENSRNOG00000019557	144	123	177	191	104	167	155
ENSRNOG00000019559	817.435	762.434	795	860	652	803.73	764.759
ENSRNOG00000019560	560	551	620.9996	637	483	583	734
ENSRNOG00000019565	2	0	0	0	1	1	1
ENSRNOG00000019566	18	16	0	0	13	0	0.00010532
ENSRNOG00000019568	2750	2236	2432	2439	1651	2297	2275
ENSRNOG00000019570	207	196	205	195	209	183	162
ENSRNOG00000019572	1384	1300	1335	1234	1122	1194	1112
ENSRNOG00000019573	71	67	62	72	62	80	41
ENSRNOG00000019574	395	355	382	346	317	331	326
ENSRNOG00000019575	16.8788	15.8405	20.6115	30.5597	17.1305	12.4377	17.5194
ENSRNOG00000019577	126	73	104	114	83	111	58
ENSRNOG00000019578	19201.478	16927.6253	18737.3471	17227.564	15467.4395	16514.6693	17316.9212
ENSRNOG00000019579	386	336	359	417	321	381	425
ENSRNOG00000019581	0	0	0	0	0	0	0
ENSRNOG00000019582	476	399	374	449	402	398	355
ENSRNOG00000019583	0	0	0	0	0	0	0
ENSRNOG00000019584	35	28	33.00001	35.00001	42	32	28
ENSRNOG00000019585	681.971	663.972	700	651.992	556.957	613.957	634.989
ENSRNOG00000019586	1	1	2	2	3.999995	1	3
ENSRNOG00000019587	1169	777	1181	1006	846	1037	914
ENSRNOG00000019589	8	12	9	9	8	7	8
ENSRNOG00000019590	2368.21848	1951.4188	2590.77011	2511.618	1896.53908	2332.802	2240.717
ENSRNOG00000019592	1	3	1	1	0	0	0
ENSRNOG00000019594	0	0	0	0	0	0	0
ENSRNOG00000019596	562	506	534	574	438	516	465
ENSRNOG00000019598	5462.0043	5245.997	5393.001	5290.0034	4478.0003	5287.99995	5355.99778
ENSRNOG00000019599	0	0	0	0	0	0	0
ENSRNOG00000019600	0	0	0	0	0	0	0
ENSRNOG00000019604	276	243	282	291	240	241	301
ENSRNOG00000019606	3	0	1	1	4	0	0
ENSRNOG00000019607	5	4	6	4	10	9	1
ENSRNOG00000019609	633	554	590	647	501	560	561
ENSRNOG00000019612	202.622	203.351	155.348	168.779	128.392	117.621	127.045
ENSRNOG00000019613	23	17	11	12	10	16	11
ENSRNOG00000019614	0	0	1	1	0	2	0
ENSRNOG00000019615	347	241	354	337	261	326	326
ENSRNOG00000019616	2.02902	4.02755	0	1.00806	2.04298	4.0428	1.0114
ENSRNOG00000019618	1329	1158	1338	1400	1133	1288	1245
ENSRNOG00000019620	434.00023	448.00006	505.9995	429.0001	394.9999	459.00042	292.99964
ENSRNOG00000019622	257	233	273	233	240	219	287
ENSRNOG00000019623	46	41	55	45	56	36	42
ENSRNOG00000019624	972	748	928.99995	955	743	902.9997513	924
ENSRNOG00000019626	3	1	3	4	3	1	2
ENSRNOG00000019627	408	220	304	202	205	325	122
ENSRNOG00000019629	7360.02507	6667.85784	7453.66805	7502.64229	6020.36751	6831.71332	7486.02584
ENSRNOG00000019630	529.737	512.05	561.96	551.922	457.509	529.154	581.782
ENSRNOG00000019634	1435.9996	1331	1427.0003	1529	1233.9997	1321	1334.00032
ENSRNOG00000019635	1182	996	1148	1166	971	1122	1092
ENSRNOG00000019638	4767.999	4032.0036	4723.0051	4557.995	3733.0044	4040.9984	4197.0035
ENSRNOG00000019639	1035	849	901	963	791	918	853
ENSRNOG00000019643	669	519	579	681	549	630	589
ENSRNOG00000019645	768	623	693	799	586	728	668
ENSRNOG00000019649	3575.0021	3288.99988	3525.00119	3694.99912	3012.00164	3494.00371	3397.00227
ENSRNOG00000019651	2647	2388	2608	2558	1999	2537	2109
ENSRNOG00000019653	985.401	774.018	972.475	952.96	753.946	952.193	1006.77
ENSRNOG00000019655	2273	2043	2421	2207	1822	2052	2291
ENSRNOG00000019656	927	773	860	915	792	901	867
ENSRNOG00000019657	1692.08	1293.78	1643.05	1559.48	1294.13	1628.21	1392.97
ENSRNOG00000019659	1.999999	10	2.00000114301	1	1	2	6
ENSRNOG00000019660	6	3	8	3	3	3	0
ENSRNOG00000019661	1295	1406	1323	1483	1120	1227	1104
ENSRNOG00000019662	477.209	365.22	399.119	395.705	326.091	445.104	425.528
ENSRNOG00000019666	2153	1879	2072	2126	1801	1826	2045
ENSRNOG00000019667	387.246	345.728	379.795	362.522	313.598	337.733	246.0251
ENSRNOG00000019670	703	596	653	637	564	650	661
ENSRNOG00000019671	504	459	500	444	420	534	559
ENSRNOG00000019674	449	369	442	465	355	378	368
ENSRNOG00000019675	343	334	358	278	268	314	281
ENSRNOG00000019677	140	105.057	160.286	174.102	127.074	133.085	174
ENSRNOG00000019680	6	5	1	1	4	4	8
ENSRNOG00000019681	718	539	694	672	516	595	495
ENSRNOG00000019682	2105	2077	2065	2054	1839	1894	1916
ENSRNOG00000019684	873	928	937	955	776	831	937
ENSRNOG00000019685	3	0	1	3	1	2	1
ENSRNOG00000019687	0	0	0	0	0	0	0
ENSRNOG00000019688	1281	1167	1251	1244	1069	1219	1145
ENSRNOG00000019689	48	66	55	60	63	49	55
ENSRNOG00000019692	578	536	620	616	529	610	583
ENSRNOG00000019693	1173.004	1205.998	1130	1180.996	1004	1070	1110
ENSRNOG00000019695	7	7	6	8	8	7	10
ENSRNOG00000019697	993	936	1092	1066	862	1045	967
ENSRNOG00000019698	1752	1449	1568	1596	1307	1458	1539
